ID_Pesanan,Waktu_Transaksi,Kategori_Menu,Harga_Pesanan,Jarak_Kirim_KM,Waktu_Tunggu_Menit,Rating_Pelanggan,Ulasan_Teks,Status_Promo,Tingkat_Keluhan,Status_Pesanan
ORD-2024-006285,1/4/2024 12:50,Ayam,84500,1.15045886,14,,,FALSE,Tidak Ada,Selesai
ORD-2024-006286,2/1/2024 13:37,Kopi,17500,1.660765684,7,4,Enak bgttt,FALSE,Tidak Ada,Selesai
ORD-2024-006287,3/4/2024 14:49,Mie,30500,4.894414302,26,4,Enak bgt!!!!!!,TRUE,Tidak Ada,Selesai
ORD-2024-006288,4/3/2024 18:22,Kopi,500,0.5,5,,,FALSE,Tidak Ada,Selesai
ORD-2024-006289,2/28/2024 11:52,Mie,15500,5.887500098,25,,,TRUE,Rendah,Selesai
ORD-2024-006290,1/27/2024 11:53,Kopi,9500,,5,5,Mantap gan!!,FALSE,Tinggi,Selesai
ORD-2024-006291,23/03/2024 17:05,Ayam,64000,0.5,25,5,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-006292,26/03/2024 01:20,Kopi,20000,0.800342676,13,3,Yaudah minum teh,FALSE,Tidak Ada,Selesai
ORD-2024-006293,26/02/2024 00:12,Mie,30500,0.5,27,4,Buruan order!!11,FALSE,Tidak Ada,Selesai
ORD-2024-006294,3/19/2024 18:03,Ayam,37000,0.5,24,5,Makanan hangat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-006295,2/29/2024 13:38,Mie,18500,3.54111782,36,4,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-006296,3/17/2024 12:25,Mie,35000,0.722305139,13,4,Enak bgttt,TRUE,Tidak Ada,Selesai
ORD-2024-006297,1/18/2024 7:13,Kopi,21000,8.188236591,38,,,FALSE,Tidak Ada,Selesai
ORD-2024-006298,1/4/2024 19:33,Ayam,69000,2.179767837,11,5,Mantap gan!!,TRUE,Tinggi,Selesai
ORD-2024-006299,1/4/2024 17:17,Martabak,500,1.849104345,14,4,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-006300,2/23/2024 12:13,Ayam,71000,1.708986726,18,,,FALSE,Tidak Ada,Selesai
ORD-2024-006301,1/4/2024 12:21,Martabak,19000,3.538695718,8,3,Standar lah,TRUE,Tinggi,Selesai
ORD-2024-006302,3/3/2024 12:39,Kopi,14000,1.805878802,14,5,Mantap gan!,TRUE,Tidak Ada,Selesai
ORD-2024-006303,1/2/2024 21:46,Kopi,18500,0.5,21,3,Lumayan,FALSE,Tidak Ada,Selesai
ORD-2024-006304,4/3/2024 13:58,Martabak,23500,6.365098216,30,4,Nggg enak 😋,FALSE,Rendah,Dibatalkan
ORD-2024-006305,1/19/2024 17:21,Kopi,17500,1.677923088,11,3,Biasa saja,TRUE,Tidak Ada,Selesai
ORD-2024-006306,2/10/2024 3:13,Kopi,17500,0.5,8,5,Enak bgt,FALSE,Rendah,Selesai
ORD-2024-006307,3/14/2024 0:13,Kopi,15500,2.261023592,23,2,Bau gak tauu,FALSE,Tinggi,Selesai
ORD-2024-006308,1/22/2024 7:27,Kopi,20000,3.126810921,22,,,TRUE,Tidak Ada,Selesai
ORD-2024-006309,27/01/2024 20:12,Kopi,15500,0.967162038,13,4,Buruan order!!11,FALSE,Tidak Ada,Selesai
ORD-2024-006310,3/22/2024 12:34,Mie,27500,4.833424203,30,4,Buruan order!11,TRUE,Tidak Ada,Selesai
ORD-2024-006311,3/29/2024 13:28,Kopi,0,3.323950802,32,4,Driver ramah,TRUE,Tidak Ada,Selesai
ORD-2024-006312,2/22/2024 19:33,Kopi,13000,3.152392108,36,4,Driver ramah,FALSE,Rendah,Selesai
ORD-2024-006313,2/4/2024 12:31,Martabak,36000,1.638451561,13,5,Enak bgttt,FALSE,Tidak Ada,Selesai
ORD-2024-006314,1/5/2024 17:29,Ayam,47000,9.803828068,47,,,FALSE,Tidak Ada,Selesai
ORD-2024-006315,1/22/2024 20:25,Ayam,53500,0.96139758,27,4,Buruan order!11,FALSE,Tinggi,Dibatalkan
ORD-2024-006316,2/15/2024 17:32,Mie,23500,2.58615703,26,2,Makanannya dingin,FALSE,Tinggi,Selesai
ORD-2024-006317,2/4/2024 11:23,Martabak,32500,1.109085843,5,5,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-006318,1/15/2024 22:13,Kopi,12000,4.097179057,15,5,Wow enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-006319,1/9/2024 14:07,Martabak,35500,0.5,6,,,FALSE,Tidak Ada,Selesai
ORD-2024-006320,1/4/2024 12:04,Ayam,51000,0.5,10,4,Buruan order!!!11,TRUE,Tidak Ada,Selesai
ORD-2024-006321,1/22/2024 17:50,Martabak,24500,4.99581877,34,3,OK,FALSE,Tidak Ada,Selesai
ORD-2024-006322,3/21/2024 13:58,Kopi,19000,1.708905288,36,4,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-006323,2/20/2024 18:24,Kopi,13000,1.251915017,16,,,FALSE,Tidak Ada,Selesai
ORD-2024-006324,1/30/2024 17:17,Kopi,13500,2.805861548,28,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-006325,2/7/2024 21:17,Ayam,31500,3.630972232,36,4,Enak bgttt,FALSE,Tidak Ada,Selesai
ORD-2024-006326,2/5/2024 18:22,Ayam,23000,0.673939091,29,4,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-006327,2/24/2024 12:00,Mie,29500,,25,5,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-006328,3/17/2024 20:08,Kopi,21500,9.521044049,39,4,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-006329,1/20/2024 16:24,Kopi,14500,2.672339068,6,4,Rekomendasi deh,TRUE,Tidak Ada,Selesai
ORD-2024-006330,4/2/2024 22:06,Ayam,38000,1.483461859,9,5,Puas bgt,TRUE,Tinggi,Selesai
ORD-2024-006331,2/26/2024 6:24,Ayam,21000,4.850017477,26,5,Cepat sampai,FALSE,Tinggi,Selesai
ORD-2024-006332,9/3/2024 17:37,Martabak,13500,2.234325543,13,5,Mantap gan!,TRUE,Tidak Ada,Selesai
ORD-2024-006333,3/21/2024 21:12,Kopi,19500,0.829881453,5,2,Paket berantakan,TRUE,Tinggi,Selesai
ORD-2024-006334,18/03/2024 20:43,Kopi,8000,0.694794973,5,3,Yaudah minum teh,TRUE,Tinggi,Dibatalkan
ORD-2024-006335,5/1/2024 17:12,Ayam,32500,1.51681416,46,,,FALSE,Tinggi,Selesai
ORD-2024-006336,3/2/2024 0:15,Martabak,32000,5.896107833,26,3,OK,FALSE,Rendah,Selesai
ORD-2024-006337,3/21/2024 13:12,Ayam,53000,0.5,31,5,Wow enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-006338,3/1/2024 1:00,Ayam,57000,0.7397202,10,4,Puas bgt,FALSE,Tidak Ada,Refund
ORD-2024-006339,3/3/2024 10:45,Kopi,16500,6.70903896,36,4,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-006340,1/16/2024 12:38,Ayam,45500,0.5,12,,,TRUE,Tidak Ada,Selesai
ORD-2024-006341,3/19/2024 13:36,Ayam,32500,2.979723637,23,5,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-006342,1/11/2024 22:30,Martabak,25000,0.720531032,18,5,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006343,2/15/2024 4:30,Martabak,28000,2.793199429,15,,,FALSE,Tidak Ada,Selesai
ORD-2024-006344,1/1/2024 3:26,Mie,13000,1.449165292,5,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-006345,1/9/2024 20:13,Kopi,13000,0.5,6,,,TRUE,Tidak Ada,Selesai
ORD-2024-006346,3/15/2024 9:44,Ayam,45500,2.620233054,11,5,Enak bgt!!,TRUE,Tidak Ada,Selesai
ORD-2024-006347,1/24/2024 11:52,Ayam,40000,3.446965089,25,3,Gapapa,FALSE,Rendah,Selesai
ORD-2024-006348,11/3/2024 12:27,Mie,23500,3.420859742,6,,,FALSE,Tidak Ada,Selesai
ORD-2024-006349,6/3/2024 17:43,Kopi,19500,3.04034172,26,4,Enak bgt!!!!!!,FALSE,Tidak Ada,Selesai
ORD-2024-006350,7/1/2024 11:29,Martabak,36000,2.080790531,32,,,FALSE,Tidak Ada,Selesai
ORD-2024-006351,1/14/2024 13:40,Ayam,77000,2.19861319,15,5,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-006352,2/21/2024 23:47,Kopi,10000,3.028839571,14,4,Makanan hangat sampai,FALSE,Rendah,Selesai
ORD-2024-006353,2/4/2024 18:19,Ayam,44500,3.516059947,44,4,Buruan order!!11,TRUE,Tidak Ada,Selesai
ORD-2024-006354,3/30/2024 9:11,Kopi,21500,3.191560941,31,4,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-006355,3/22/2024 7:20,Mie,14000,2.652527672,21,3,Standar lah,FALSE,Rendah,Selesai
ORD-2024-006356,1/20/2024 17:12,Mie,18000,0.508236079,7,4,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-006357,22/01/2024 15:45,Kopi,14000,0.7095092,17,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-006358,3/25/2024 21:07,Kopi,25000,0.904223609,6,5,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-006359,1/18/2024 19:24,Mie,19000,7.564524829,27,4,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-006360,3/1/2024 11:21,Martabak,38000,4.273797227,32,3,Yaudah minum teh,TRUE,Tidak Ada,Selesai
ORD-2024-006361,9/1/2024 14:02,Ayam,51000,2.414696358,16,3,OK,FALSE,Rendah,Selesai
ORD-2024-006362,3/17/2024 11:31,Kopi,11500,0.871285235,5,,,FALSE,Tidak Ada,Selesai
ORD-2024-006363,15/01/2024 03:04,Ayam,98500,0.5,16,5,Enak bgt!!!,FALSE,Rendah,Selesai
ORD-2024-006364,2/2/2024 11:06,Kopi,17500,6.870761094,51,3,Gapapa,FALSE,Tinggi,Dibatalkan
ORD-2024-006365,1/31/2024 14:23,Kopi,18000,,42,,,FALSE,Tinggi,Selesai
ORD-2024-006366,8/2/2024 15:13,Kopi,19000,0.5,8,5,Enak bgttt,FALSE,Rendah,Selesai
ORD-2024-006367,3/26/2024 21:54,Kopi,500,4.786851572,9,4,Makanan hangat sampai,TRUE,Tidak Ada,Refund
ORD-2024-006368,1/24/2024 14:18,Ayam,59000,1.775266967,20,,,FALSE,Tidak Ada,Selesai
ORD-2024-006369,3/4/2024 17:30,Kopi,25500,1.174539865,10,4,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-006370,1/16/2024 19:15,Mie,32000,4.030906421,18,5,Enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006371,1/13/2024 11:35,Martabak,44000,2.858316022,5,4,Makasih ya,TRUE,Tidak Ada,Selesai
ORD-2024-006372,2/21/2024 21:03,Ayam,41000,4.542793784,46,,,FALSE,Rendah,Refund
ORD-2024-006373,2/21/2024 17:09,Mie,31000,0.5,5,5,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-006374,1/27/2024 18:53,Mie,35500,1.150760175,5,4,Akan order lg nih,FALSE,Rendah,Selesai
ORD-2024-006375,2/16/2024 20:19,Ayam,36500,1.15397506,32,4,Mantap gan!,TRUE,Tidak Ada,Dibatalkan
ORD-2024-006376,3/26/2024 17:49,Ayam,43500,1.200327347,17,,,TRUE,Tidak Ada,Selesai
ORD-2024-006377,1/2/2024 14:00,Martabak,43000,2.094357799,18,5,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006378,16/03/2024 00:28,Mie,19000,0.998096069,15,5,Driver ramah,FALSE,Rendah,Selesai
ORD-2024-006379,3/3/2024 17:33,Mie,16500,1.763031507,23,,,FALSE,Rendah,Selesai
ORD-2024-006380,2/23/2024 22:48,Mie,36500,1.375542111,16,2,Gak sesuai foto,TRUE,Tinggi,Selesai
ORD-2024-006381,15/03/2024 11:31,Martabak,39000,3.987429719,12,4,Akan order lg nih,TRUE,Tidak Ada,Selesai
ORD-2024-006382,1/5/2024 21:15,Kopi,18500,2.775243734,7,5,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-006383,3/17/2024 14:31,Ayam,50500,3.180738217,16,5,Puas bgt,TRUE,Tidak Ada,Selesai
ORD-2024-006384,2/26/2024 21:11,Ayam,44000,0.70938514,10,4,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-006385,1/8/2024 9:43,Kopi,500,1.181360441,11,,,FALSE,Tidak Ada,Dibatalkan
ORD-2024-006386,2/13/2024 20:08,Martabak,45500,0.5,16,5,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-006387,2/16/2024 2:49,Kopi,19000,0.5,9,4,Akan order lg nih,FALSE,Tidak Ada,Selesai
ORD-2024-006388,3/5/2024 13:31,Martabak,32000,0.923875703,9,,,TRUE,Rendah,Refund
ORD-2024-006389,1/1/2024 1:12,Ayam,51500,0.5,15,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-006390,17/01/2024 01:11,Kopi,16500,2.768680449,24,,,FALSE,Rendah,Selesai
ORD-2024-006391,2/20/2024 18:03,Ayam,40000,18.84563652,72,,,FALSE,Tidak Ada,Selesai
ORD-2024-006392,19/02/2024 08:22,Kopi,12000,,5,2,"Narik duit banyak😡",FALSE,Tinggi,Selesai
ORD-2024-006393,2/17/2024 7:15,Martabak,27500,5.164969216,27,5,Rekomendasi deh,TRUE,Tidak Ada,Selesai
ORD-2024-006394,5/1/2024 14:48,Martabak,39000,0.5,10,,,FALSE,Tinggi,Selesai
ORD-2024-006395,1/6/2024 7:21,Mie,16000,3.325206328,27,5,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-006396,2/13/2024 12:17,Ayam,74000,3.091383179,14,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-006397,3/2/2024 18:21,Kopi,17000,6.990391057,26,5,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-006398,3/2/2024 18:37,Ayam,64500,0.5,8,4,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006399,15/02/2024 06:25,Kopi,20000,1.136956521,18,,,TRUE,Rendah,Selesai
ORD-2024-006400,2/22/2024 18:12,Mie,32500,0.5,10,4,Makanan hangat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-006401,1/30/2024 13:08,Martabak,30000,1.569622521,17,5,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-006402,2/15/2024 5:49,Mie,1000,,28,4,Buruan order!11,TRUE,Tidak Ada,Selesai
ORD-2024-006403,2/29/2024 12:31,Ayam,91500,4.563225674,38,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-006404,2/13/2024 6:06,Mie,29500,3.850131569,25,4,Makasih ya,FALSE,Rendah,Selesai
ORD-2024-006405,30/01/2024 23:44,Ayam,35000,2.28445476,5,4,Driver ramah,TRUE,Rendah,Selesai
ORD-2024-006406,1/1/2024 21:19,Mie,22000,6.44922489,44,2,Ayamnya keras,TRUE,Tinggi,Selesai
ORD-2024-006407,2/2/2024 1:13,Ayam,56000,1.790467809,20,4,Makanan hangat sampai,TRUE,Tidak Ada,Refund
ORD-2024-006408,2/4/2024 12:56,Ayam,59000,0.5,24,,,FALSE,Tidak Ada,Selesai
ORD-2024-006409,1/16/2024 21:56,Kopi,19500,5.452805594,27,5,Buruan order!!11,FALSE,Tidak Ada,Selesai
ORD-2024-006410,9/3/2024 14:40,Mie,29000,0.984005613,7,5,Wow enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-006411,1/17/2024 20:57,Ayam,51500,0.5,13,,,FALSE,Tidak Ada,Selesai
ORD-2024-006412,1/2/2024 12:28,Kopi,14000,0.5,15,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006413,3/23/2024 17:30,Mie,29000,2.817595233,34,5,Enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-006414,19/02/2024 20:18,Kopi,24500,2.802462745,28,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-006415,2/15/2024 12:06,Ayam,68500,0.904057956,17,3,OK,FALSE,Rendah,Selesai
ORD-2024-006416,3/30/2024 18:29,Kopi,967000,3.896830753,25,5,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006417,2/25/2024 13:13,Kopi,19000,4.45688794,28,5,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-006418,2/27/2024 14:33,Mie,24500,,36,4,Cepat sampai,TRUE,Tidak Ada,Selesai
ORD-2024-006419,1/27/2024 12:33,Martabak,32000,2.637978493,28,,,FALSE,Tinggi,Selesai
ORD-2024-006420,3/14/2024 14:39,Kopi,11000,4.534530269,14,4,Driver ramah,TRUE,Tidak Ada,Selesai
ORD-2024-006421,3/27/2024 6:43,Mie,15500,4.196311757,23,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-006422,2/17/2024 12:06,Kopi,19000,0.894446166,25,4,Makasih ya,TRUE,Tidak Ada,Selesai
ORD-2024-006423,3/15/2024 13:22,Ayam,70000,1.1141735,5,4,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-006424,1/11/2024 23:01,Ayam,84000,1.953036744,31,5,Nggg enak 😋,FALSE,Tidak Ada,Refund
ORD-2024-006425,2/20/2024 21:25,Kopi,13000,,5,4,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-006426,1/5/2024 20:14,Ayam,76000,1.058893109,11,,,TRUE,Tidak Ada,Selesai
ORD-2024-006427,3/1/2024 13:53,Mie,35000,1.92669425,29,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006428,3/9/2024 18:35,Martabak,26500,,28,5,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-006429,3/19/2024 11:14,Ayam,75000,0.5,17,4,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-006430,2/9/2024 14:24,Kopi,20500,1.866594391,22,4,Driver ramah,TRUE,Tidak Ada,Selesai
ORD-2024-006431,2/11/2024 20:15,Martabak,38500,3.938741741,43,2,Ayamnya keras,FALSE,Tinggi,Selesai
ORD-2024-006432,2/7/2024 14:14,Mie,3856500,5.382768507,18,4,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-006433,3/19/2024 13:00,Mie,28000,2.371049173,5,5,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-006434,2/14/2024 13:26,Kopi,10500,1.931637035,5,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-006435,3/25/2024 6:04,Martabak,31000,1.454891662,8,5,Puas bgt,TRUE,Tidak Ada,Selesai
ORD-2024-006436,3/3/2024 11:09,Kopi,10500,0.643105219,7,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006437,3/1/2024 23:51,Kopi,18000,0.5,15,,,FALSE,Rendah,Selesai
ORD-2024-006438,18/02/2024 07:43,Ayam,16000,,32,2,Makanannya dingin,TRUE,Tinggi,Selesai
ORD-2024-006439,2/14/2024 21:50,Ayam,20500,1.876502786,27,1,Gajadi orderan,FALSE,Tinggi,Selesai
ORD-2024-006440,1/24/2024 12:18,Kopi,20000,4.686521672,37,5,Makasih ya,FALSE,Tidak Ada,Selesai
ORD-2024-006441,2/4/2024 21:04,Ayam,42500,3.653029172,16,,,FALSE,Tidak Ada,Dibatalkan
ORD-2024-006442,1/1/2024 18:07,Ayam,35000,0.646627219,18,,,TRUE,Tinggi,Selesai
ORD-2024-006443,8/2/2024 20:25,Martabak,39500,2.141931463,13,4,Rekomendasi deh,TRUE,Tidak Ada,Selesai
ORD-2024-006444,1/3/2024 6:54,Ayam,57000,1.761050688,20,4,Nggg enak 😋,FALSE,Rendah,Selesai
ORD-2024-006445,2/9/2024 14:49,Kopi,20000,1.654284105,18,,,TRUE,Tidak Ada,Selesai
ORD-2024-006446,3/14/2024 18:42,Kopi,16000,2.346401115,29,,,FALSE,Tidak Ada,Selesai
ORD-2024-006447,19/03/2024 19:05,Mie,45000,12.06583189,78,,,FALSE,Tidak Ada,Selesai
ORD-2024-006448,1/8/2024 19:42,Kopi,14000,5.02834572,30,5,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-006449,4/3/2024 14:18,Ayam,80500,7.021248184,27,2,Kecewa bgt,FALSE,Rendah,Selesai
ORD-2024-006450,3/25/2024 20:35,Kopi,16000,,5,5,Wow enak bgt,FALSE,Tidak Ada,Dibatalkan
ORD-2024-006451,2/14/2024 7:45,Mie,14500,0.5,5,4,Mantap gan!!!,FALSE,Tidak Ada,Selesai
ORD-2024-006452,3/14/2024 8:58,Mie,29500,0.5,20,,,FALSE,Tidak Ada,Selesai
ORD-2024-006453,3/29/2024 7:34,Kopi,18000,0.916442627,17,,,TRUE,Tidak Ada,Selesai
ORD-2024-006454,1/8/2024 22:20,Ayam,34000,1.749611005,17,,,FALSE,Tidak Ada,Selesai
ORD-2024-006455,3/14/2024 13:24,Mie,19500,3.08211312,27,,,FALSE,Tidak Ada,Selesai
ORD-2024-006456,12/1/2024 20:34,Ayam,51000,2.08443329,26,,,FALSE,Tidak Ada,Selesai
ORD-2024-006457,2/27/2024 21:33,Martabak,32500,,22,5,Nggg enak 😋,FALSE,Tidak Ada,Selesai
ORD-2024-006458,5/3/2024 14:17,Kopi,6000,,52,3,Yaudah minum teh,FALSE,Rendah,Selesai
ORD-2024-006459,2/15/2024 14:32,Ayam,69000,0.535661415,18,,,FALSE,Tidak Ada,Selesai
ORD-2024-006460,3/5/2024 12:47,Ayam,43000,5.750191465,19,5,Cepat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-006461,31/01/2024 14:17,Ayam,29000,1.971731684,22,4,Sesuai pesanan,FALSE,Tidak Ada,Selesai
ORD-2024-006462,22/03/2024 12:19,Martabak,37000,1.811726947,6,5,Nggg enak 😋,FALSE,Rendah,Selesai
ORD-2024-006463,2/15/2024 14:38,Mie,26000,4.610505572,33,5,Buruan order!!!11,FALSE,Tidak Ada,Dibatalkan
ORD-2024-006464,1/15/2024 11:43,Ayam,72000,0.5,15,5,Nggg enak 😋,TRUE,Tidak Ada,Selesai
ORD-2024-006465,1/31/2024 17:00,Mie,29000,6.423775371,25,5,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-006466,1/27/2024 13:26,Ayam,51500,3.333846836,28,3,Lumayan,TRUE,Rendah,Selesai
ORD-2024-006467,2/24/2024 13:37,Kopi,16000,6.244609788,42,4,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-006468,3/2/2024 20:17,Ayam,59500,15.59681608,63,1,Driver gak ramah,TRUE,Tinggi,Selesai
ORD-2024-006469,3/15/2024 11:27,Mie,23000,,27,5,Rekomendasi deh,TRUE,Tidak Ada,Selesai
ORD-2024-006470,1/15/2024 1:48,Martabak,23500,0.5,9,4,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-006471,3/28/2024 19:22,Martabak,34500,,22,5,Mantap gan!,FALSE,Tidak Ada,Selesai
ORD-2024-006472,3/5/2024 22:04,Mie,25000,1.172992897,13,4,Sesuai pesanan,TRUE,Tinggi,Dibatalkan
ORD-2024-006473,3/22/2024 13:07,Martabak,30500,0.5,25,5,Puas bgt,TRUE,Tidak Ada,Selesai
ORD-2024-006474,1/29/2024 13:08,Mie,33500,5.067746616,21,3,Lumayan,FALSE,Tidak Ada,Selesai
ORD-2024-006475,3/25/2024 17:52,Martabak,29000,1.056631279,7,3,Lumayan,TRUE,Rendah,Selesai
ORD-2024-006476,2/10/2024 0:10,Mie,26000,11.17491147,37,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-006477,2/3/2024 11:06,Kopi,14000,3.637945306,26,4,Wow enak bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006478,9/1/2024 13:51,Ayam,58500,,13,,,FALSE,Tidak Ada,Selesai
ORD-2024-006479,1/13/2024 2:58,Kopi,18000,1.939034956,18,5,Wow enak bgt,TRUE,Tidak Ada,Selesai
ORD-2024-006480,2/19/2024 20:51,Ayam,66500,1.887049975,8,5,Cepat sampai,TRUE,Tidak Ada,Dibatalkan
ORD-2024-006481,18/03/2024 21:07,Kopi,14000,2.034844621,12,5,Makasih ya,FALSE,Tinggi,Dibatalkan
ORD-2024-006482,3/21/2024 11:02,Kopi,14500,2.301616103,32,1,Paket berantakan,FALSE,Tinggi,Dibatalkan
ORD-2024-006483,16/01/2024 21:14,Martabak,36000,,17,5,Akan order lg nih,TRUE,Tidak Ada,Selesai
ORD-2024-006484,2/22/2024 17:32,Ayam,55500,3.477965257,31,4,Enak bgttt,TRUE,Tidak Ada,Refund
ORD-2024-006485,3/4/2024 11:34,Ayam,36500,2.003560004,17,4,Makanan hangat sampai,FALSE,Tidak Ada,Selesai
ORD-2024-006486,3/19/2024 19:54,Kopi,22000,4.695766455,32,,,TRUE,Tidak Ada,Selesai
ORD-2024-006487,12/3/2024 11:01,Mie,14000,5.06787248,26,5,Makasih ya,TRUE,Tidak Ada,Selesai
ORD-2024-006488,30/03/2024 14:05,Kopi,20000,0.786179908,5,,,FALSE,Rendah,Selesai
ORD-2024-006489,1/29/2024 12:04,Kopi,2498000,0.5,24,5,Top bgt kualitasnya,FALSE,Tidak Ada,Selesai
ORD-2024-006490,14/03/2024 18:02,Martabak,35000,3.644432534,27,5,Sesuai pesanan,TRUE,Tidak Ada,Selesai
ORD-2024-006491,2/3/2024 11:52,Martabak,40500,11.41796459,46,4,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-006492,3/27/2024 14:31,Ayam,83000,1.775336999,18,,,FALSE,Tidak Ada,Selesai
ORD-2024-006493,2/14/2024 20:16,Kopi,11500,0.901745998,11,3,Gapapa,TRUE,Tinggi,Selesai
ORD-2024-006494,2/21/2024 12:57,Ayam,49000,0.511197555,28,1,Bau gak tauu,FALSE,Tidak Ada,Selesai
ORD-2024-006495,1/17/2024 20:14,Mie,25500,1.016697046,22,,,FALSE,Tinggi,Selesai
ORD-2024-006496,2/19/2024 19:04,Ayam,63000,1.192131691,5,5,Makasih ya,FALSE,Rendah,Selesai
ORD-2024-006497,3/27/2024 11:07,Kopi,16000,1.654290548,6,4,Puas bgt,FALSE,Tidak Ada,Selesai
ORD-2024-006498,3/23/2024 11:57,Ayam,39500,3.196174878,26,5,Akan order lg nih,TRUE,Tidak Ada,Selesai
ORD-2024-006499,1/17/2024 22:41,Ayam,55000,0.957159338,14,5,Buruan order!11,FALSE,Tidak Ada,Selesai
ORD-2024-006500,3/27/2024 21:59,Martabak,27500,0.5,19,5,Rekomendasi deh,FALSE,Tidak Ada,Selesai
ORD-2024-006501,24/01/2024 14:37,Ayam,61000,1.401759581,16,,,TRUE,Tidak Ada,Selesai
ORD-2024-006502,1/8/2024 18:14,Ayam,38000,5.806119515,27,4,Puas bgt,FALSE,Tinggi,Selesai
ORD-2024-006503,3/25/2024 14:35,Kopi,12000,,24,5,Wow enak bgt,FALSE,Tidak Ada,Dibatalkan
ORD-2024-006504,30/03/2024 17:54,Ayam,73500,10.03874363,54,,,FALSE,Tidak Ada,Selesai
ORD-2024-006505,19/02/2024 21:48,Ayam,89500,2.101249803,32,5,Driver ramah,FALSE,Tidak Ada,Selesai
ORD-2024-006506,1/7/2024 11:01,Mie,39000,0.968472422,23,,,FALSE,Rendah,Selesai
